40423,5913,19300,1615,12665,2,898,1143,8877,0,540,0,1172,405,2508,941,18494,0,1,2,0,6,2,2,341,329,5,113,0,0,1073,0,3421,397,23812,0
39827,5734,18857,1656,12031,2,947,1058,8230,0,457,0,1057,411,2581,1067,18898,0,3,2,0,1,2,1,365,327,4,143,0,0,1184,0,3472,399,25684,0
36567,5687,18964,1402,13524,2,1018,1077,9776,0,445,0,1110,405,2553,1044,19736,0,3,2,0,4,3,0,372,372,4,137,0,0,1079,0,3591,391,25132,0
36837,5364,19629,1090,15145,0,639,1239,11476,0,623,0,1172,306,1964,751,20415,0,1,2,0,2,4,1,423,242,2,119,0,0,556,0,2760,354,23284,0
35817,5267,19466,1091,15262,3,725,1181,11801,0,553,0,1159,317,1991,831,20412,0,0,2,0,2,0,2,387,307,8,125,0,0,533,0,2708,430,24020,0
40057,5131,18547,1266,12831,5,699,986,9686,0,441,0,1000,302,1840,795,20547,0,3,3,0,2,0,1,273,239,6,150,0,0,705,0,2662,246,25977,0
35331,5146,19077,1019,14943,0,733,958,11428,0,464,0,1044,284,1785,855,21361,0,0,2,0,6,1,3,339,267,10,155,0,0,494,0,2584,337,25774,0
38256,5729,19729,1556,12926,6,1039,1048,9364,0,468,0,1192,453,2587,984,18641,0,3,4,0,6,3,4,385,358,7,104,0,0,1191,0,3475,476,24406,0
35801,5907,19978,1412,14641,3,923,1070,10506,0,489,0,1154,466,2407,956,19717,0,4,2,0,7,3,1,437,367,5,102,0,0,944,0,3482,445,23171,0
37577,5484,18499,1459,12776,3,895,999,9257,0,530,0,1176,402,2326,903,20479,0,0,4,0,5,4,1,291,286,3,156,0,0,991,0,3116,326,26452,0
40888,5494,17749,1795,11450,2,878,955,8230,0,420,0,944,410,2495,1066,19157,0,0,7,0,5,4,4,343,283,7,157,0,0,1330,0,3378,336,26613,0
41488,5018,18675,1151,14203,3,844,788,10834,0,302,0,709,361,1581,926,20202,0,0,0,0,3,2,0,248,218,6,136,0,0,572,0,2346,254,23530,0
43942,5081,18200,1393,12065,2,906,800,8735,0,305,0,781,360,1758,904,19322,0,0,1,0,3,1,2,217,209,5,143,0,0,786,0,2492,191,25796,0
34759,5254,19209,1069,16254,2,917,692,12203,0,302,0,820,414,1677,1051,21884,0,1,1,0,2,1,0,238,269,7,123,0,0,517,0,2421,320,23993,0
40515,5119,18212,1220,14140,3,820,777,10304,0,317,0,762,374,1534,935,21570,0,0,1,0,3,2,2,185,228,5,98,0,0,662,0,2372,202,24038,0
37754,5762,18725,1606,12425,1,925,1091,8834,0,602,0,1250,379,2751,919,19058,0,1,3,0,3,2,0,395,335,13,130,0,0,1299,0,3791,392,25954,0
35184,5651,18555,1673,12892,3,906,1077,9452,0,585,1,1299,355,2681,952,20220,0,2,1,0,4,5,3,395,356,5,153,0,0,1320,0,3714,462,26494,0
34713,5483,18358,1263,13925,2,799,897,10542,0,447,0,1077,368,2121,941,21700,0,2,1,0,6,4,0,283,306,13,151,0,0,743,0,2900,340,27015,0
38296,5537,18521,1636,12358,2,890,996,9080,0,411,0,1003,421,2266,1038,20233,0,2,1,0,1,3,2,312,281,11,121,0,0,1110,0,3366,364,26138,0
42197,4989,17785,1487,12042,2,695,997,8858,0,367,0,1042,239,1783,720,20284,0,0,2,0,2,2,0,283,198,4,119,0,0,935,0,2503,254,26611,0
39310,4065,19412,913,14167,1,807,472,11677,0,197,0,558,399,1197,937,22229,0,3,0,0,2,0,1,132,245,14,151,0,0,310,0,1825,203,25173,0
36453,4101,19707,848,15703,3,836,463,12767,0,240,0,638,356,1181,928,22220,0,0,0,0,2,1,0,153,216,6,113,0,0,302,0,1845,218,25100,0
36235,4256,19227,861,16599,2,755,401,13670,0,219,0,614,370,1041,879,23165,0,1,0,0,2,1,1,144,198,4,120,0,0,253,0,1690,187,23505,0
34488,4395,20338,794,18453,2,753,473,15089,0,206,0,591,386,1130,928,22830,0,2,1,0,2,3,1,158,213,9,138,0,0,255,0,1805,212,20745,0
38841,4290,19630,931,14344,2,605,909,11267,0,336,0,845,254,1365,737,21313,0,1,1,0,2,3,0,217,194,8,132,0,0,487,0,2052,269,25365,0
36495,4415,19212,1029,15303,3,568,860,12054,0,361,0,882,232,1342,839,21662,0,0,2,0,3,2,2,269,216,5,116,0,0,509,0,2224,269,25526,0
39195,4194,17278,1176,11749,0,514,828,8865,0,311,0,855,254,1457,733,21417,0,1,0,0,1,1,0,223,158,6,156,0,0,559,0,2123,257,32089,0
38158,4241,19098,1013,13955,1,592,787,10982,0,340,0,842,279,1336,714,21627,0,3,1,0,5,2,1,218,171,4,160,0,0,488,0,2137,267,26978,0
41878,3928,18584,902,13024,0,743,412,10216,0,161,0,512,396,1114,902,22055,0,1,0,0,6,2,1,112,147,13,140,0,0,291,0,1757,140,26963,0
39881,3958,19461,933,13909,0,800,404,10746,0,189,0,518,387,1061,942,21227,0,0,2,0,1,0,1,124,200,3,149,0,0,334,0,1885,169,27116,0
38006,4232,19468,787,16595,1,741,400,13309,0,187,0,528,341,1020,827,23155,0,1,0,0,2,1,2,96,172,10,129,0,0,242,0,1571,134,22443,0
40270,3804,18731,901,14505,1,697,339,11521,0,162,0,544,294,970,806,22856,0,1,0,0,2,0,0,87,134,11,134,0,0,244,0,1565,123,25698,0
40149,4990,19098,1247,13595,2,764,867,10246,0,367,0,837,346,1721,907,20330,0,2,2,0,2,1,3,265,266,6,133,0,0,681,0,2485,272,24816,0
39274,4920,18878,1323,12956,0,754,809,9695,0,383,0,869,381,1832,951,20604,0,3,4,0,3,1,0,266,269,9,128,0,0,761,0,2607,308,26412,0
38570,4822,18450,1326,13237,2,717,868,10416,0,318,0,873,349,1682,962,20773,0,0,1,0,0,1,2,295,252,6,133,0,0,718,0,2650,322,26655,0
41003,4738,16866,1466,10834,3,711,801,8206,0,309,0,884,358,1705,946,20512,0,2,1,0,3,2,0,224,209,7,131,0,0,703,0,2532,272,30972,0
38595,5579,19835,1629,12175,5,1023,1018,9531,0,479,0,1008,524,2194,1056,18700,0,1,3,0,4,5,4,350,339,6,148,0,0,1043,0,3346,346,25454,0
37978,5723,18819,1713,11680,2,1016,1009,8927,0,476,0,1060,440,2290,1057,19279,0,3,0,0,2,3,3,344,324,5,132,0,0,1090,0,3320,366,27339,0
35633,5727,20074,1389,14236,2,905,1102,11512,0,498,0,1024,456,2118,1101,19555,0,4,1,0,2,2,4,403,318,5,137,0,0,972,0,3334,326,23560,0
36160,5359,18730,1705,12101,0,920,955,9345,0,440,0,997,475,2075,1129,20139,0,1,1,0,1,5,2,324,325,7,122,0,0,1036,0,3445,298,28303,0
41482,4852,20951,1053,13781,4,1190,788,11077,0,374,0,861,509,1863,928,17829,0,2,1,0,1,3,0,278,359,9,102,0,0,763,0,2749,278,22313,0
38729,5211,18818,1604,11072,2,1004,926,8813,0,523,0,1154,396,2232,842,18456,0,2,0,0,4,1,2,336,349,0,159,0,0,1114,0,3228,328,29095,0
38171,5649,20664,1125,14010,2,1088,1125,11658,0,607,0,1113,455,2198,918,17983,0,2,0,0,2,2,0,465,403,8,123,0,0,823,0,3313,448,22045,0
40714,5521,21111,1118,13522,1,831,1259,11086,0,604,0,1020,387,2056,932,17831,0,1,4,0,4,2,0,441,331,2,99,0,0,813,0,2950,368,21392,0
38466,5424,20187,1355,12216,4,845,1315,9915,0,625,0,1049,433,2268,914,18230,0,0,0,0,5,1,2,426,323,10,132,0,0,923,0,3487,369,25476,0
37259,5690,20192,1337,12166,6,1024,1242,10347,0,540,0,1069,467,2405,999,18208,0,1,1,0,6,4,2,451,428,10,133,0,0,1052,0,3485,424,25452,0
33647,5052,20051,1325,12937,2,982,1071,10522,0,547,0,1132,468,2256,985,19504,0,2,3,0,4,3,1,393,382,4,163,0,0,923,0,3466,442,28133,0
30752,5241,18687,1309,13813,4,994,885,11556,0,479,0,1073,478,1976,1077,21505,0,2,2,0,3,0,1,381,406,11,147,0,0,692,0,3128,489,29309,0
33719,5305,19925,1407,13205,1,1041,963,10841,0,424,0,951,517,2070,1235,19777,0,3,3,0,2,5,1,400,374,6,195,0,0,959,0,3608,425,27038,0
39765,5618,20048,1498,12027,1,968,1262,9473,0,498,0,1009,469,2216,1048,17720,0,1,5,0,3,2,1,393,372,8,159,0,0,1104,0,3442,332,24958,0
42064,5243,20441,1100,13732,4,959,959,11099,0,421,0,877,433,1813,888,18371,0,3,2,0,5,5,0,303,309,10,125,0,0,694,0,2535,295,21710,0
43107,4674,20875,991,13581,2,1031,745,10816,0,382,0,730,458,1672,883,17649,0,1,1,0,3,2,0,259,309,14,109,0,0,626,0,2497,278,22705,0
40734,4849,18898,1325,11585,4,1055,658,9189,0,321,0,797,523,1797,1058,19261,0,2,4,0,1,0,1,205,300,5,126,0,0,729,0,2843,245,27885,0
39904,5144,19477,1315,12777,7,988,974,10145,0,474,0,999,411,2045,859,18902,0,0,3,0,3,2,1,369,326,12,140,0,0,809,0,2883,348,25083,0
41680,4978,19990,1188,12365,1,1089,855,9911,0,402,0,822,471,2011,991,18184,0,0,1,0,2,2,2,294,301,6,128,0,0,756,0,2889,328,24753,0
35312,5014,20487,1117,14715,2,1187,699,11799,0,388,0,845,652,2087,988,19755,0,4,2,0,6,2,0,325,376,14,117,0,0,730,0,3048,333,24396,0
32811,5115,20053,1222,14133,1,1236,667,11540,0,306,0,786,733,2037,1281,20996,0,2,4,0,2,4,1,281,394,11,128,0,0,636,0,3392,364,26264,0
39410,4858,19910,1320,12058,1,1096,806,9812,0,350,0,839,475,2051,1069,18566,0,2,1,0,2,1,1,274,340,4,119,0,0,842,0,3101,322,26770,0
41786,5305,18788,1545,11079,0,992,1070,8975,0,468,0,927,416,2052,979,18405,0,1,3,0,5,5,1,376,274,9,131,0,0,1006,0,3101,314,26387,0
37983,5061,19339,1326,12006,2,1202,692,9796,0,310,0,774,561,1941,1115,19702,0,1,1,0,4,1,2,246,309,13,166,0,0,926,0,3159,298,27464,0
38536,5325,20236,1406,12832,1,801,978,10818,0,453,0,1047,378,1839,1007,19798,0,2,2,0,2,2,1,363,321,8,118,0,0,676,0,2956,447,24047,0
38378,5650,19684,1588,12045,5,987,1031,9820,0,482,0,1086,515,2081,1120,18606,0,1,1,0,6,3,1,417,401,8,113,0,0,906,0,3304,560,25601,0
37424,5414,19700,1566,12185,2,787,1060,9722,0,562,1,1098,388,2088,1014,19749,0,3,4,0,4,3,0,423,310,5,116,0,0,848,0,3322,458,26144,0
37343,5508,20442,1552,12388,2,933,1056,10093,0,493,0,1097,517,2108,1155,18436,0,4,1,0,5,3,2,483,448,10,109,0,0,914,0,3557,558,25183,0
41201,4487,19504,1327,12578,2,631,950,10569,0,449,0,1044,266,1336,724,19471,0,1,3,0,4,1,1,217,196,10,131,0,0,615,0,2540,249,25893,0
39599,4898,19611,1536,12151,0,630,918,9854,0,504,0,1082,300,1595,781,20106,0,2,1,0,6,2,2,295,238,5,114,0,0,813,0,2795,301,26261,0
40220,4559,19011,1605,11026,0,630,979,9019,0,417,0,935,267,1476,919,19653,0,0,1,0,4,0,1,264,192,10,136,0,0,854,0,2778,295,29149,0
38788,4972,18690,1556,11806,0,762,963,9476,0,425,0,1003,311,1677,878,20410,0,1,1,0,5,1,1,287,238,7,159,0,0,913,0,2812,312,27946,0
39783,5909,20162,1646,11996,2,1052,928,9687,0,428,0,1077,443,1861,1033,18935,0,0,1,0,5,4,3,317,346,7,119,0,0,804,0,3153,466,24233,0
39435,5547,19887,1500,12500,4,982,926,10532,0,499,0,1038,445,1824,1097,19073,0,3,1,0,5,6,1,375,356,5,120,0,0,724,0,2994,459,24062,0
37263,5748,20252,1526,12987,7,1004,1001,10737,0,522,0,1077,455,1989,1122,19262,0,1,3,0,3,1,1,373,372,14,114,0,0,790,0,3302,504,23970,0
40919,5022,20059,1321,12591,2,989,644,10854,0,294,0,829,443,1382,1005,20102,0,0,2,0,3,2,0,202,249,8,120,0,0,502,0,2445,277,24134,0
41361,4868,19094,1501,11698,4,994,644,9727,0,301,0,902,476,1469,918,20014,0,1,1,0,2,1,2,203,269,13,140,0,0,585,0,2503,270,26439,0
41639,5269,19180,1551,11303,2,1088,694,9378,0,330,0,842,480,1648,1035,19668,0,0,3,0,5,3,1,204,275,10,161,0,0,609,0,2677,310,26035,0
42647,5047,19068,1413,11477,1,1034,661,9557,0,272,0,810,453,1425,1048,19926,0,1,0,0,2,3,2,198,279,7,129,0,0,544,0,2462,258,25676,0
38270,5424,20972,1413,13204,5,989,991,10763,0,433,0,1070,491,1983,1042,18506,0,1,1,0,5,4,1,369,406,9,135,0,0,816,0,3198,498,23401,0
36340,5862,21163,1467,13963,0,987,859,11657,0,402,0,1036,539,1870,1068,20168,0,1,4,0,3,3,3,333,377,12,111,0,0,655,0,3052,434,22031,0
36298,5937,20260,1555,13517,1,1025,984,11421,0,517,0,1116,553,1947,1131,19350,0,0,2,0,2,0,2,363,378,6,143,0,0,804,0,3241,526,23321,0
36940,5883,20606,1543,13484,1,996,1116,11099,0,537,0,1113,482,2025,1094,19233,0,5,4,0,2,2,2,395,357,11,102,0,0,842,0,3280,493,22753,0
41596,4787,19541,1424,13077,0,724,736,10768,0,316,0,955,323,1359,910,19826,0,0,3,0,2,1,1,235,232,8,113,0,0,647,0,2327,261,24228,0
40285,4377,20813,864,11336,0,782,807,10275,0,488,0,819,384,1560,688,21965,0,0,0,0,3,1,0,104,118,6,115,0,0,453,0,2539,82,25536,0
52524,7045,16112,1523,8336,0,952,837,6487,0,553,0,793,859,3139,983,20354,0,0,2,0,1,0,0,164,207,0,19,0,0,638,0,2913,172,19787,0
37092,8080,19546,1716,8943,6,1947,911,7735,0,591,0,810,2215,4230,1855,17841,0,0,2,0,6,4,8,376,777,21,142,0,0,1328,0,5623,427,22168,0
51805,6304,16146,1559,8735,0,735,948,7024,0,1027,0,883,726,3079,693,17663,0,0,0,0,3,3,4,514,313,6,46,0,0,1027,0,3622,321,21214,0
79758,5292,11166,1064,5396,0,810,394,4148,0,314,0,353,1010,2420,692,13784,0,0,0,0,0,0,0,133,346,0,3,0,0,539,0,2543,153,14082,0
62195,6408,15074,1056,7354,1,442,889,6772,0,856,0,715,326,3325,549,19329,0,0,0,0,1,0,0,271,162,0,28,0,0,488,0,2350,222,15587,0
39664,7182,20843,1424,10607,3,1634,697,9173,0,459,0,756,1208,2739,1203,20636,0,0,0,0,3,0,0,146,340,0,47,0,0,744,0,3279,129,21484,0
62133,12680,12088,933,3298,13,741,722,2513,0,2021,0,480,1226,7816,694,19365,0,5,4,0,15,3,4,361,441,6,90,0,0,625,0,3851,359,11913,0
50131,7961,17277,1703,7978,0,937,1237,6476,0,1032,0,981,817,3957,824,17834,0,0,0,0,1,0,1,425,346,27,203,0,0,1249,0,4244,286,18473,0
38114,7416,19047,1651,9991,0,1335,958,8495,0,577,0,916,1143,3192,1344,21185,0,0,0,0,0,1,0,251,360,9,63,0,0,904,0,3892,245,23311,0
60848,3862,16525,820,11448,0,537,761,9018,0,434,0,734,258,1616,459,15179,0,0,0,0,0,1,4,172,126,7,63,0,0,498,0,2029,105,18896,0
37353,7710,18465,1681,10593,0,1171,980,8919,0,690,0,913,1176,3355,1104,19900,0,0,1,0,8,0,0,302,491,5,111,0,0,1020,0,4251,311,23890,0
64604,9431,11662,1258,4136,1,1018,908,3096,0,1442,0,742,968,7159,686,16585,0,0,1,0,1,1,2,453,574,5,5,0,0,897,0,3967,589,14209,0
34813,10786,16694,2364,10819,1,1319,1443,8157,0,1248,0,1347,1129,4263,1321,19397,0,2,2,0,9,3,4,743,671,13,145,0,0,1122,0,5076,843,20666,0
43876,4793,18488,858,11691,0,824,469,9752,0,296,0,580,557,1474,788,23926,0,1,0,0,5,0,1,113,144,9,152,0,0,391,0,1894,97,23221,0
56772,15332,10972,1721,12848,0,605,1004,9124,0,519,0,450,1065,2657,1293,16855,0,1,2,0,1,0,0,443,326,1,11,0,0,475,0,2439,387,9097,0
95945,6073,6728,756,3108,0,298,369,2694,0,482,0,320,283,2207,445,13605,0,0,0,0,0,0,0,146,177,7,54,0,0,273,0,1586,241,8603,0
40214,7725,18034,2198,8756,0,916,1757,7036,0,1077,0,1527,490,3155,853,19671,0,0,2,0,6,0,2,406,193,9,119,0,0,1451,0,4297,155,24351,0
48138,9272,16631,1241,11178,1,847,603,9902,0,305,0,528,470,2050,758,22099,0,0,1,0,0,0,0,140,220,2,40,0,0,410,0,1914,148,17502,0
97467,6619,6741,576,2534,0,247,448,2218,0,887,0,347,583,2986,954,11575,0,0,0,0,0,0,0,161,586,0,8,0,0,287,0,1443,151,7582,0
